場所名稱,場所縣市,場所區域,場所地址,場所分類,場所類型,其他類型,場所描述,AED放置地點,AED地點描述,地點LAT,地點LNG,全年全天開放大眾使用,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,開放時間緊急連絡電話
臺中市梧棲區永寧國民小學,台中市,梧棲區,中央路一段160號,學校、集會場所或特殊機構,國小,,,辦公室旁之川堂,一進校門口直走進入川堂左邊轉角處,24.229216,120.532343,Y,00:00,23:59,00:00,23:59,00:00,23:59,周一至周五及周六.日開放時間皆為上午5:00至6:30下午4:00至7:00,04-26394234
臺中市新社區協成國小,台中市,新社區,興義街219號,學校、集會場所或特殊機構,國小,,,辦公室外,辦公室外牆,24.192728,120.813526,X,06:30,18:30,07:30,17:30,07:30,17:30,校園開放時間皆可使用,04-25813437#124
臺中市西屯區永安國民小學,台中市,西屯區,西屯路3段133號,學校、集會場所或特殊機構,國小,,臺中市西屯區永安國民小學(臺中市西屯區西屯路3段133號),臺中市西屯區永安國小-守衛室-門邊,臺中市西屯區永安國小-進校門-左手邊-守衛室-門邊,24.184845,120.625082,X,17:30,20:00,05:00,20:00,05:00,20:00,,24624470#722
臺北翡翠水庫管理局,新北市,新店區,新烏路3段43號,其他,其他場所,水源保護區,本局係屬水源管制區，AED放置地點為水資源生態教育館，為接待參訪團體之場所。,水資源生態教育館,水資源生態教育館入口左側。,24.90411,121.563785,X,08:30,17:30,,,,,水資源生態教育館週六、日依參訪團體申請與活動時間使用。,02-26664996
高速公路局南區工程處 南仁湖企業東山服務區,台南市,東山區,科里里枋子林74之6號,交通要衝,高速公路服務區,,南仁湖企業除以府城文化、永續生態環境為主軸，打造休息大廳空間氛圍外，更推出全國首創唯一「水漾魚隧道」進行水庫生態展示，結合戶外西拉雅主題公園，配合解說及休憩設施，將休憩動線延伸至戶外，提供用路人舒適的用餐休憩空間與環境教育的場域，呈現出結合觀光、休閒、生態、環保、環境教育的智慧型服務區，帶領用路人一同體驗南台灣在地的風情萬種。,東山服務區服務台,"位於第一停車場主要出入口前方服務台
設置「AED」設施設備供緊急救援使用",23.285661,120.399213,X,00:00,23:00,00:00,23:00,00:00,23:00,,06-6231158
臺中市南區信義國民小學,台中市,南區,五權南路325號,學校、集會場所或特殊機構,國小,,西棟穿堂佈告欄旁,西棟穿堂佈告欄旁,西棟穿堂佈告欄旁,24.121614,120.669748,X,05:00,19:00,05:00,17:00,05:00,17:00,,9682009341
臺中市外埔區安定國民小學,台中市,外埔區,土城里土城西路55號,學校、集會場所或特殊機構,國小,,,學校中廊,圖書館右側走廊,24.345935,120.70549,X,06:00,21:00,06:00,21:00,06:00,21:00,,04-26831446
臺中市東勢區中山國民小學,台中市,東勢區,中泰街88號,學校、集會場所或特殊機構,國小,,警衛室門口,警衛室門口,警衛室門口,24.252902,120.835001,X,06:00,19:00,07:00,18:00,07:00,18:00,,04-25872471#17
山后民俗文化村,金門縣,金沙鎮,金門縣金沙鎮三山里山后62號,觀光旅遊地區,國家公園,,,山后民俗文化村,山后民俗文化村海珠堂,24.503412,118.441055,Y,00:00,23:59,00:00,23:59,00:00,23:59,,082-330082
臺中市新社區崑山國民小學,台中市,新社區,崑山里崑南街崑崙巷5-2號,學校、集會場所或特殊機構,國小,,,走廊,走廊靠近穿堂,24.186719,120.815436,X,08:00,22:00,08:00,22:00,08:00,22:00,,25812496
臺中市后里區月眉國民小學,台中市,后里區,甲后路940號,學校、集會場所或特殊機構,國小,,,健康中心外牆,健康中心外牆,24.314542,120.689207,X,05:00,21:00,05:00,21:00,05:00,21:00,,04-25562342
交通部民用航空局蘭嶼航空站,台東縣,蘭嶼鄉,紅頭村漁人151號,交通要衝,機場,,蘭嶼航空站,登機門旁,登機門與託運處之間,22.027812,121.535819,Y,08:00,17:00,08:00,17:00,08:00,17:00,,89732220
國道中山高速公路中壢服務區,桃園市,中壢區,內定里內定二街998-3號,交通要衝,高速公路服務區,,,中壢服務區服務台,大廳服務台內,25.003494,121.251769,X,00:00,23:59,00:00,23:59,00:00,23:59,,03-4630781
蘭城晶英酒店SILKS PLACE-YILAN,宜蘭縣,宜蘭市,民權路二段36號6F,旅宿場所,飯店,,"── 蘭城晶英酒店-樂活度假 頂級首選 ──

晶華酒店集團自創品牌 宜蘭市唯一五星級休閒旅館

晶華酒店集團進駐宜蘭市政商中心，創建優質服務的國際會議渡假酒店，連結傳統蘭陽與現代生活美學的品味，距台北南港、信義計畫區不到一小時車程。擁有193間寬敞客房、千坪戶外空中花園、挑高八米無柱式千人宴會廳、中西式美饌餐廳、豐華會健康俱樂部、沐蘭SPA，結合東部最大購物商城「蘭城新月廣場」及「新月豪華影城」－擁有VIP廳及最新影音系統Dolby Atmos全景環繞音效！打造一座全新概念的度假娛樂勝地One-Stop Destination，滿足完美假期的所有想像，體驗蘭陽文化深度、美食娛樂、豐富樂活、物超所值的慢活假期。",蘭城晶英酒店 6F,"蘭城晶英酒店  6F
AED設置地點鄰近以下設施：
「GT 6 賽車體驗區」、「ATM提款機」、「豐華會/空中花園」出入口玻璃門旁、",24.753671,121.75056,X,00:00,23:59,00:00,23:59,00:00,23:59,全年全天開放大眾使用,03-935-1000
國立臺灣師範大學附屬高中,台北市,大安區,信義路三段143號,學校、集會場所或特殊機構,高中職,,,中正樓穿堂,中正樓穿堂,25.033674,121.540411,X,06:00,20:30,06:00,20:30,06:00,20:30,,02-27075215
國道3號西湖服務區,苗栗縣,西湖鄉,湖東村８鄰埔頂２９號,交通要衝,高速公路服務區,,,南站服務台前,國道3號西湖服務區-南站服務台前,24.565568,120.759445,X,00:00,00:00,00:00,00:00,00:00,00:00,,037-920-585
臺中市南屯區大新國民小學,台中市,南屯區,文心路一段280號,學校、集會場所或特殊機構,國小,,,學校大門入口處第一穿堂,校門口一入口第一穿堂,24.145955,120.646959,X,00:00,23:59,00:00,23:59,00:00,23:59,,04-24716609轉728
臺中市立五權國中,台中市,北區,英才路1號,學校、集會場所或特殊機構,國中,,,校門口警衛室,校門口警衛室,24.155577,120.67935,X,00:00,23:59,00:00,23:59,00:00,23:59,,(02)22012180-231
臺中市政府地方稅務局沙鹿分局,台中市,沙鹿區,鎮政路8號,其他,其他場所,辦公室,一樓辦公室,一樓辦公室,一樓辦公室,24.233336,120.56621,X,08:00,17:00,,,,,,26624146
協同高級中學,嘉義縣,民雄鄉,建國路31號,學校、集會場所或特殊機構,大專院校,,,樂群館,樂群館門口,23.532317,120.436753,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時開放,52213045
國立恆春高級工商職業學校,屏東縣,恆春鎮,恆南路38號,學校、集會場所或特殊機構,高中職,,"學校後方體育館內,緊鄰游泳池,週會會場,籃球場,操場及學生和職員宿舍",恆春工商體育館,風雨球場旁體育館一樓門口樓梯旁,21.992634,120.747045,N,08:00,17:00,,,,,,910390490
台灣鐵路局基隆車站南站,基隆市,中山區,民治里1鄰中山一路16之1號,交通要衝,台鐵車站,,,台灣鐵路局基隆車站南站,南站售票口旁服務台裡,25.1317839,121.7383456,X,06:00,23:59,06:00,23:59,06:00,23:59,全日開放,0800-765-888
台中市新社區大南國民小學,台中市,新社區,興中街47號,學校、集會場所或特殊機構,國小,,台中市新社區大南國民小學,台中市大南國小,台中市大南國小健康中心走廊,24.228334,120.80346,Y,07:00,18:00,07:00,18:00,07:00,18:00,,04-25811574
國立斗六高級家事商業職業學校,雲林縣,斗六市,成功路120號,學校、集會場所或特殊機構,高中職,,,健康中心,景行樓1F中廊,23.706427,120.546954,X,08:00,16:00,,,,,非上班日請洽警衛室,055322147#136
臺中市清水區三田國民小學,台中市,清水區,田寮里三田路4號,學校、集會場所或特殊機構,國小,,,三年甲班,三年甲班窗台上,24.290579,120.581467,X,07:00,19:00,08:00,17:00,08:00,17:00,,04-26262400
國道高速公路清水服務區,台中市,清水區,吳厝里吳厝二街89號,交通要衝,高速公路服務區,,國道三號高速公路172公里處,清水服務區服務台旁,清水服務區服務台旁,24.276001,120.594099,Y,00:00,23:59,00:00,23:59,00:00,23:59,,04-26201378
寶山第二水庫,新竹縣,北埔鄉,埔尾村埔尾34-8號,觀光旅遊地區,開放觀光遊憩活動水庫,,,寶山第二水庫管理中心,1樓大廳,24.716745,121.042964,X,08:30,17:00,,,,,,03-5805729
特約茶室展示館,金門縣,金湖鎮,金門縣金湖鎮瓊林里小徑162號,觀光旅遊地區,國家公園,,特約茶室展示館,特約茶室展示館,特約茶室展示館,24.448314,118.384834,Y,00:00,23:59,00:00,23:59,00:00,23:59,,082-330082
交通部臺灣鐵路管理局臺中運務段彰化站,彰化縣,彰化市,長樂里004鄰三民路１號,交通要衝,台鐵車站,,本站位於彰化客運左前方，對面是摩斯漢堡,候車大廳,候車大廳靠近剪票入口處,24.081666,120.538539,X,04:30,00:00,04:30,00:00,04:30,00:00,,04-7274218
交通部民用航空局北竿航空站,連江縣,北竿鄉,塘岐村261-2號,交通要衝,機場,,航廈大廳,一樓航廈大廳,放置於航廈大廳靠近電話旁及佈告欄旁,26.223611,119.989167,X,07:00,19:00,07:00,19:00,07:00,19:00,,0836-55062
國立基隆高中,基隆市,暖暖區,源遠路20號,學校、集會場所或特殊機構,高中職,,,基隆高中弘道樓,弘道樓1樓走廊,25.107666,121.732906,X,08:00,17:00,,,,,,02-24582052#233
耕莘健康管理專科學校,宜蘭縣,三星鄉,尚武村健富路2段407號,學校、集會場所或特殊機構,大專院校,,健康中心旁,行政樓一樓,放置健康中心旁,24.674069,121.661525,X,00:00,23:59,00:00,23:59,00:00,23:59,,9891178轉7532
虎尾鎮立圖書館,雲林縣,虎尾鎮,光明路68號,休閒場所,圖書館,,虎尾鎮立圖書館為舊魚市場所改建，佔地相當廣闊，鄰近鎮公所、國稅局及消防局等行政機關。,圖書館內,圖書館正門口之消防栓上之AED展示箱內,23.673766,120.390041,X,08:00,17:30,08:00,17:30,08:00,17:30,週一與國定假日休館，中午不休息,05-6326204
宜寧學校財團法人臺中市宜寧高級中學,台中市,西屯區,東大路一段555號,學校、集會場所或特殊機構,高中職,,宜寧中學之行政大樓2F中間入口右側,宜寧中學之行政大樓2F中間入口右側,宜寧中學之行政大樓2F中間入口右側,24.195497,120.607512,X,07:00,17:30,07:30,16:30,00:00,00:00,,04-24621800*231
交通部民用航空局臺北國際航空站(松山機場)-入境證照查驗大廳,台北市,松山區,敦化北路340-9號,交通要衝,機場,,,國內線內候機室2樓,廁所前方,25.064201,121.550787,X,05:00,23:00,05:00,23:00,05:00,23:00,,(02)8770-3550
國立體育大學,桃園市,龜山區,文化一路250號,學校、集會場所或特殊機構,大專院校,,,樸園教育訓練中心,一樓大廳櫃台內值班人員24小時,25.036099,121.385006,,,,,,,,無休息,03-3974231
交通部民用航空局臺北國際航空站(松山機場)-行李提領區,台北市,松山區,敦化北路340-9號,交通要衝,機場,,,國內線行李提領區,男廁前方,25.064167,121.550452,X,05:00,23:00,05:00,23:00,05:00,23:00,,(02)8770-3550
國立臺中第一高級中學,台中市,北區,育才街2號,學校、集會場所或特殊機構,高中職,,,慎思樓穿堂西側牆面,慎思樓穿堂西側牆面，臨近操場&#039;圖書館。,24.149324,120.686172,Y,00:00,00:00,00:00,00:00,00:00,00:00,全年全天開放,04-22226081
台中市立安和國民中學,台中市,西屯區,天助街一號,學校、集會場所或特殊機構,國中,,本校大門位於天助街與中工三路交叉口,大門口警衛室裡面,學校正門口(天助街)警衛室裡面,24.17401,120.616804,X,08:00,21:00,08:00,21:00,08:00,21:00,,04-23589779*510
臺北市立麗山高級中學,台北市,內湖區,環山路2段100號,學校、集會場所或特殊機構,高中職,,本校為臺北市立麗山高級中學地址為內湖區環山路二段100號,學務處門口,本校AED設置地點位於南棟教學大樓2樓學務處門口,25.08437,121.577969,X,07:35,17:00,,,,,星期六日學校不開放,26570435#303
臺北市立內湖高級中學,台北市,內湖區,文德路218號,學校、集會場所或特殊機構,高中職,,臺北市立內湖高級中學警衛室(傳達室),警衛室(傳達室),臺北市立內湖高級中學警衛室(傳達室),25.078396,121.586581,X,06:00,22:00,08:00,18:00,08:00,18:00,,02-27977035
屏東縣私立日新高級工商職業學校,屏東縣,潮州鎮,太平路224號,學校、集會場所或特殊機構,高中職,,高職職業學校,保健室,保健室,22.557065,120.536295,X,07:00,22:00,,,,,,87882343
中山醫學大學,台中市,南區,台中市建國北路1段110號,學校、集會場所或特殊機構,大專院校,,中山醫學大學正心樓一樓學務處前,中山醫學大學正心樓一樓學務處前,中山醫學大學正心樓一樓學務處前,24.121062,120.651512,Y,06:00,22:00,06:00,22:00,06:00,22:00,需要時全天候使用,04-24721471
明池森林遊樂區,宜蘭縣,大同鄉,英士村明池山莊一號,觀光旅遊地區,森林遊樂區,,馬告生態公園-力麗明池山莊,明池山莊大廳,進大廳後正前方，櫃台與公廁的中間,24.653375,121.470911,X,00:00,23:59,00:00,23:59,00:00,23:59,,03-9894106
苗栗縣南庄鄉南庄國民小學,苗栗縣,南庄鄉,東村文化路3號,學校、集會場所或特殊機構,國小,,,健康中心,進入校門口後左轉20公尺，右手邊第一間教室--健康中心。,24.600436,120.999625,X,07:30,17:00,,,,,,037-822007
新北市政府衛生局,新北市,板橋區,英士路192-1號,其他,其他場所,衛生局,衛生局,一樓大門口旁，收文室前,大門口旁，收文室前,25.023062,121.458138,X,08:00,18:00,,,,,,02-22577155
臺中市北屯區仁愛國民小學,台中市,北屯區,四平路71號,學校、集會場所或特殊機構,國小,,位於四平路與平德路口,警衛室,學校警衛室內入口處,24.18003,120.671616,X,06:00,20:00,06:00,20:00,06:00,20:00,,04-22923861
花蓮觀光糖廠,花蓮縣,光復鄉,大進村糖廠街9號,觀光旅遊地區,民營遊樂業,,花蓮觀光糖廠內台糖花蓮旅館大廳,台糖花蓮旅館大廳,AED放在花蓮觀光糖廠園區內-台糖花蓮旅館大廳，近旅館櫃檯旁(此棟建築物一樓高),23.657615,121.420684,X,00:00,23:59,00:00,23:59,00:00,23:59,24小時,03-8705881
國立臺東大學附屬體育高級中學,台東縣,台東市,中興路五段399號,學校、集會場所或特殊機構,高中職,,,行政大樓大廳,面向大廳電梯左側,22.764271,121.075677,Y,00:00,23:59,00:00,23:59,00:00,23:59,,089-383629
台中市私立明道普霖斯頓國民小學,台中市,北屯區,台中市北屯區河北路3段16號,學校、集會場所或特殊機構,國小,,河北路3段和崇德2路交叉,一樓蝴蝶廣場,行政大樓一樓蝴蝶廣場,24.177159,120.683866,X,07:00,19:00,09:00,12:00,,,本校為私立小學故不對外開放,04-22425588
國立臺東大學附屬體育高級中學,台東縣,台東市,中興路五段399號,學校、集會場所或特殊機構,高中職,,,學生宿舍一樓,學生宿舍一樓大廳,22.76342,121.074904,Y,00:00,23:59,00:00,23:59,00:00,23:59,,089-383629
國立自然科學博物館,台中市,北區,館前路1號,休閒場所,博物館,,科博館西屯路警衛室門口,科博館西屯路警衛室門口,科博館西屯警衛室門口,24.158247,120.668281,X,09:00,17:00,09:00,17:00,09:00,17:00,目前放置戶外屬開放場所，民眾可緊急使用,04-23226940-326
國立臺灣體育運動大學(衛保組),台中市,北區,雙十路一段16號,學校、集會場所或特殊機構,大專院校,,,健康中心內,放置於健康中心內,24.149509,120.688623,X,08:00,17:00,00:00,00:00,00:00,00:00,,04-22213108#2035
臺中市龍井區龍井國民小學,台中市,龍井區,龍西里龍門路51號,學校、集會場所或特殊機構,國小,,結尾樓一樓辦公室前走廊,結尾樓一樓辦公室前走廊,結尾樓一樓辦公室前走廊,24.17982,120.527642,Y,00:00,23:59,00:00,23:59,00:00,23:59,全天候開放,26397131
台中市大甲區順天國民小學,台中市,大甲區,台中市大甲區經國路168號,學校、集會場所或特殊機構,國小,,位於台中市大甲區順天國小靜道樓一樓樓梯旁,敬道樓一樓樓梯旁,敬道樓一樓樓梯旁,24.349083,120.622468,X,05:30,19:00,05:30,19:00,05:30,19:00,,04-26872040
